1,30/9/2014,11:26:50,PM,0306
2,30/9/2014,8:30:52,PM,2083
3,30/9/2014,8:30:26,PM,2103
4,30/9/2014,8:30:24,PM,2080
5,30/9/2014,8:30:17,PM,2094
6,30/9/2014,8:30:14,PM,2086
7,30/9/2014,8:30:10,PM,2082
8,30/9/2014,8:30:07,PM,2081
9,30/9/2014,8:30:06,PM,2077
10,30/9/2014,8:30:03,PM,2093
11,30/9/2014,7:37:08,PM,2015
12,30/9/2014,7:35:32,PM,2024
13,30/9/2014,7:35:10,PM,0299
14,30/9/2014,7:34:13,PM,2014
15,30/9/2014,7:33:44,PM,0290
16,30/9/2014,7:31:08,PM,0294
17,30/9/2014,7:30:59,PM,2019
18,30/9/2014,7:30:48,PM,2010
19,30/9/2014,7:23:47,PM,0022
20,30/9/2014,6:30:31,PM,2015
21,30/9/2014,6:30:28,PM,2015
22,30/9/2014,6:00:12,PM,0322
23,30/9/2014,6:00:06,PM,0322
24,30/9/2014,6:00:04,PM,0013
25,30/9/2014,5:53:05,PM,0428
26,30/9/2014,5:52:57,PM,0427
27,30/9/2014,5:50:39,PM,0223
28,30/9/2014,5:47:39,PM,0205
29,30/9/2014,5:43:03,PM,0024
30,30/9/2014,5:39:54,PM,0350
31,30/9/2014,5:38:27,PM,0025
32,30/9/2014,5:38:21,PM,0326
33,30/9/2014,5:38:06,PM,0219
34,30/9/2014,5:36:44,PM,0227
35,30/9/2014,5:33:27,PM,0193
36,30/9/2014,5:32:01,PM,0233
37,30/9/2014,5:30:47,PM,0418
38,30/9/2014,5:29:10,PM,0351
39,30/9/2014,5:27:05,PM,0348
40,30/9/2014,5:26:49,PM,0038
41,30/9/2014,5:26:25,PM,0284
42,30/9/2014,5:26:09,PM,0354
43,30/9/2014,5:23:43,PM,2101
44,30/9/2014,5:23:29,PM,2024
45,30/9/2014,5:22:51,PM,0290
46,30/9/2014,5:22:42,PM,0287
47,30/9/2014,5:21:43,PM,0299
48,30/9/2014,5:21:10,PM,2051
49,30/9/2014,5:20:56,PM,2052
50,30/9/2014,5:20:40,PM,2019
51,30/9/2014,5:20:22,PM,0022
52,30/9/2014,5:20:22,PM,0204
53,30/9/2014,5:20:05,PM,2010
54,30/9/2014,5:19:55,PM,0201
55,30/9/2014,5:18:28,PM,0299
56,30/9/2014,5:18:12,PM,2121
57,30/9/2014,5:17:58,PM,0044
58,30/9/2014,5:17:51,PM,2014
59,30/9/2014,5:17:26,PM,2024
60,30/9/2014,5:16:34,PM,0124
61,30/9/2014,5:15:55,PM,0184
62,30/9/2014,5:15:12,PM,2019
63,30/9/2014,5:14:30,PM,2034
64,30/9/2014,5:14:25,PM,2102
65,30/9/2014,5:14:20,PM,0417
66,30/9/2014,5:13:08,PM,5050
67,30/9/2014,5:13:02,PM,0282
68,30/9/2014,5:12:53,PM,0281
69,30/9/2014,5:12:26,PM,2010
70,30/9/2014,5:12:13,PM,0294
71,30/9/2014,5:12:06,PM,0431
72,30/9/2014,5:12:03,PM,0137
73,30/9/2014,5:10:52,PM,0290
74,30/9/2014,5:10:40,PM,0362
75,30/9/2014,5:10:33,PM,0365
76,30/9/2014,5:10:23,PM,0294
77,30/9/2014,5:10:05,PM,0152
78,30/9/2014,5:10:02,PM,0367
79,30/9/2014,5:09:55,PM,0360
80,30/9/2014,5:09:45,PM,0022
81,30/9/2014,5:09:27,PM,2098
82,30/9/2014,5:09:18,PM,2014
83,30/9/2014,5:09:12,PM,0075
84,30/9/2014,5:09:02,PM,0277
85,30/9/2014,5:08:45,PM,0086
86,30/9/2014,5:08:39,PM,0225
87,30/9/2014,5:08:36,PM,2013
88,30/9/2014,5:08:29,PM,2026
89,30/9/2014,5:08:22,PM,0302
90,30/9/2014,5:08:15,PM,0355
91,30/9/2014,5:07:45,PM,0327
92,30/9/2014,5:07:44,PM,0064
93,30/9/2014,5:07:37,PM,0118
94,30/9/2014,5:07:31,PM,0280
95,30/9/2014,5:07:26,PM,0385
96,30/9/2014,5:07:12,PM,0399
97,30/9/2014,5:07:10,PM,0383
98,30/9/2014,5:06:55,PM,0392
99,30/9/2014,5:06:46,PM,0389
100,30/9/2014,5:06:34,PM,0358
101,30/9/2014,5:06:31,PM,2030
102,30/9/2014,5:06:31,PM,0186
103,30/9/2014,5:06:28,PM,0361
104,30/9/2014,5:06:14,PM,0146
105,30/9/2014,5:06:10,PM,0095
106,30/9/2014,5:06:09,PM,2032
107,30/9/2014,5:06:03,PM,2031
108,30/9/2014,5:06:03,PM,0359
109,30/9/2014,5:06:03,PM,0053
110,30/9/2014,5:05:55,PM,0112
111,30/9/2014,5:05:46,PM,0291
112,30/9/2014,5:05:45,PM,2029
113,30/9/2014,5:05:33,PM,2075
114,30/9/2014,5:05:19,PM,0432
115,30/9/2014,5:05:07,PM,0268
116,30/9/2014,5:05:07,PM,0081
117,30/9/2014,5:05:00,PM,0251
118,30/9/2014,5:04:57,PM,2027
119,30/9/2014,5:04:56,PM,0111
120,30/9/2014,5:04:46,PM,0276
121,30/9/2014,5:04:44,PM,0247
122,30/9/2014,5:04:42,PM,0289
123,30/9/2014,5:04:27,PM,0256
124,30/9/2014,5:04:16,PM,0121
125,30/9/2014,5:04:12,PM,0040
126,30/9/2014,5:04:02,PM,2122
127,30/9/2014,5:03:59,PM,2003
128,30/9/2014,5:03:56,PM,0039
129,30/9/2014,5:03:48,PM,0279
130,30/9/2014,5:03:44,PM,0403
131,30/9/2014,5:03:40,PM,0310
132,30/9/2014,5:03:38,PM,2033
133,30/9/2014,5:03:37,PM,0116
134,30/9/2014,5:03:33,PM,0336
135,30/9/2014,5:03:29,PM,2028
136,30/9/2014,5:03:23,PM,2017
137,30/9/2014,5:03:23,PM,0324
138,30/9/2014,5:03:20,PM,0401
139,30/9/2014,5:03:19,PM,0009
140,30/9/2014,5:03:19,PM,2001
141,30/9/2014,5:03:18,PM,0308
142,30/9/2014,5:03:15,PM,0285
143,30/9/2014,5:03:08,PM,2020
144,30/9/2014,5:02:59,PM,0349
145,30/9/2014,5:02:54,PM,0132
146,30/9/2014,5:02:48,PM,0391
147,30/9/2014,5:02:44,PM,0134
148,30/9/2014,5:02:44,PM,2088
149,30/9/2014,5:02:43,PM,2007
150,30/9/2014,5:02:41,PM,0400
151,30/9/2014,5:02:39,PM,0187
152,30/9/2014,5:02:37,PM,0036
153,30/9/2014,5:02:36,PM,2066
154,30/9/2014,5:02:36,PM,0046
155,30/9/2014,5:02:30,PM,2022
156,30/9/2014,5:02:30,PM,0108
157,30/9/2014,5:02:30,PM,0100
158,30/9/2014,5:02:23,PM,0366
159,30/9/2014,5:02:22,PM,0296
160,30/9/2014,5:02:21,PM,0056
161,30/9/2014,5:02:14,PM,2035
162,30/9/2014,5:02:14,PM,0328
163,30/9/2014,5:02:13,PM,0352
164,30/9/2014,5:02:08,PM,0082
165,30/9/2014,5:02:05,PM,2096
166,30/9/2014,5:02:04,PM,0127
167,30/9/2014,5:02:02,PM,0020
168,30/9/2014,5:02:00,PM,0287
169,30/9/2014,5:01:52,PM,2002
170,30/9/2014,5:01:52,PM,0065
171,30/9/2014,5:01:50,PM,2067
172,30/9/2014,5:01:47,PM,0412
173,30/9/2014,5:01:46,PM,2070
174,30/9/2014,5:01:44,PM,2060
175,30/9/2014,5:01:43,PM,0054
176,30/9/2014,5:01:41,PM,2117
177,30/9/2014,5:01:39,PM,2016
178,30/9/2014,5:01:34,PM,2011
179,30/9/2014,5:01:31,PM,0199
180,30/9/2014,5:01:29,PM,2047
181,30/9/2014,5:01:28,PM,0333
182,30/9/2014,5:01:24,PM,2048
183,30/9/2014,5:01:23,PM,0331
184,30/9/2014,5:01:22,PM,0109
185,30/9/2014,5:01:19,PM,2133
186,30/9/2014,5:01:18,PM,0347
187,30/9/2014,5:01:18,PM,2050
188,30/9/2014,5:01:14,PM,2059
189,30/9/2014,5:01:14,PM,0364
190,30/9/2014,5:01:12,PM,0181
191,30/9/2014,5:01:08,PM,0012
192,30/9/2014,5:01:08,PM,2061
193,30/9/2014,5:01:07,PM,0179
194,30/9/2014,5:01:02,PM,0011
195,30/9/2014,5:01:02,PM,0393
196,30/9/2014,5:00:59,PM,0229
197,30/9/2014,5:00:58,PM,2064
198,30/9/2014,5:00:57,PM,0080
199,30/9/2014,5:00:53,PM,2058
200,30/9/2014,5:00:52,PM,0142
201,30/9/2014,5:00:50,PM,0394
202,30/9/2014,5:00:47,PM,0346
203,30/9/2014,5:00:47,PM,2049
204,30/9/2014,5:00:47,PM,0051
205,30/9/2014,5:00:45,PM,2069
206,30/9/2014,5:00:42,PM,0345
207,30/9/2014,5:00:42,PM,0041
208,30/9/2014,5:00:41,PM,0083
209,30/9/2014,5:00:40,PM,2008
210,30/9/2014,5:00:37,PM,0131
211,30/9/2014,5:00:36,PM,0207
212,30/9/2014,5:00:35,PM,2012
213,30/9/2014,5:00:31,PM,0335
214,30/9/2014,5:00:31,PM,0049
215,30/9/2014,5:00:30,PM,0008
216,30/9/2014,5:00:30,PM,2135
217,30/9/2014,5:00:26,PM,0084
218,30/9/2014,5:00:25,PM,0151
219,30/9/2014,5:00:24,PM,2092
220,30/9/2014,5:00:22,PM,2006
221,30/9/2014,5:00:20,PM,0085
222,30/9/2014,5:00:17,PM,0301
223,30/9/2014,5:00:16,PM,0238
224,30/9/2014,5:00:15,PM,0334
225,30/9/2014,5:00:14,PM,0292
226,30/9/2014,5:00:13,PM,0283
227,30/9/2014,5:00:12,PM,0338
